,0
AGE,0.0
DAYWAIT,0.5345453679906508
EDUC,0.10155860396179281
FREQ_ATND_SELF_HELP,0.18987136742287242
FREQ_ATND_SELF_HELP_D,0.21886464058408026
FREQ1,0.11429414056172907
FREQ1_D,0.3118276136529225
FREQ2,0.4748920611459022
FREQ2_D,0.6870641154180863
FRSTUSE1,0.08741871567132249
FRSTUSE2,0.49004501008125967
